mse,rmse,r2,ci,accuracy,precision,recall,f1,auc,consistency
0.238735439367387,0.4883809403248895,0.6622777692588317,0.820038127818696,0.8498213199723231,0.8423172599056296,0.8678397364794461,0.854662698028928,0.9196420444354632,0.9737201221236103
